Codigo	Descripcion	Precio Costo	Precio Venta
7790975198675	..CHANDON APERITIF 750 CC	$13,166.66	$16,900.00
7790975198712	..CHANDON CUVEE BRUT NATURE ROSE	$13,166.66	$16,900.00
7790975198651	..CHANDON DELICE 750 CC	$13,166.66	$16,900.00
7790975204307	..CHANDON DELICE ROSE	$13,166.66	$16,900.00
7790975198613	..CHANDON EXTRA BRUT 750 CC	$13,166.66	$16,900.00
7790975198590	..CHANDON ROSE 750 CC	$13,166.66	$16,900.00
7790975198736	..ESPUMANTE CHANDON CUVE 750 CC RES D NOIRS	$13,166.66	$16,900.00
7790975198637	..ESPUMANTE CHANDON DEMI SEC 750 CC	$13,166.66	$16,900.00
7798054013352	361 1.5 L.	$1,766.67	$2,400.00
7790310985137	3D 143 G	$3,513.58	$5,000.00
7790310985113	3D 43 G	$1,317.59	$1,900.00
7790310985830	3D 85G.	$2,342.38	$3,300.00
7790310985120	3D 92 G	$1,461.54	$2,000.00
7790310983461	3D MEGA QUESO 23 G	$595.00	$900.00
4790450985830	3D QUESO 85 G	$1,953.00	$2,800.00
5	5	$5.00	$5.00
7791813555100	7 UP 2.25 L RET.	$2,191.03	$3,100.00
7791813444459	7UP	$2,500.00	$3,500.00
7791813777045	7UP 1.5 L DESC	$1,666.66	$2,500.00
7791813969488	7UP 100K CAL PET 1500 CC	$1,666.67	$2,500.00
7791813777052	7UP 2.25 L DESC	$1,085.00	$1,500.00
7791813777021	7UP LATA 340 CC	$646.86	$1,000.00
7791813421580	7UP LIM FREE 1500 CC	$1,398.41	$2,000.00
7791813444411	7up 1.5	$2,543.47	$3,600.00
7692200030319	9 DE ORO AZUCARADO 210 G	$644.74	$1,000.00
7792180009487	9 DE ORO PEPAS C/MEMBRILLO 200 G	$644.73	$1,000.00
7793253005306	A AYUDIN COCINA GATILLO 500	$1,102.93	$4,400.00
7790520993076	A CERAMICOL AUTOBRILLO INCOL. 900 CC	$5,532.99	$7,800.00
7791625012228	ABRELATAS UÑA	$1,996.55	$2,900.00
7312040350209	ABSOLUT MANGO	$24,222.00	$33,900.00
7312040350179	ABSOLUT PEACH	$24,222.00	$33,900.00
7312040350254	ABSOLUT PEARS	$24,222.00	$33,900.00
7312040350056	ABSOLUT RASPBERRI	$24,222.00	$33,900.00
7312040552726	ABSOLUT WATRMELON	$24,222.00	$33,910.80
7790070012050	ACEITE 900 CC GIRASOL COCINERO	$3,114.75	$4,400.00
7790060023684	ACEITE COCINERO 1.5 L GIRASOL	$5,061.99	$7,200.00
7790070265104	ACEITE COCINERO OLIVA 250 CC EXTRA VIRGEN	$5,481.51	$7,700.00
7790070265128	ACEITE COCINERO OLIVA 250 CC PURO	$4,687.08	$6,600.00
7790070231871	ACEITE COCINERO OLIVA 500 CC EXTRA VIRGEN	$10,436.51	$15,000.00
656750783931	ACEITE DE COCO NUTS 360 CC	$4,288.00	$6,000.00
7790272001029	ACEITE NATURA 1500 CC GIRASOL	$4,794.19	$6,900.00
7790272001005	ACEITE NATURA 900 CC GIRASOL 15 UB	$3,082.67	$4,400.00
7909189198351	ACEITE NUTRICION ABSOLUTA	$22,000.00	$22,000.00
7909883248468	ACEITE OLEO	$16,000.00	$16,000.00
656750791042	ACEITE OLIVA SABORIZADO DOÑA JUANA 250 ML	$3,500.00	$4,600.00
656750791004	ACEITE OLIVA SABORIZADO DOÑA JUANA 250 ML	$3,500.00	$4,600.00
656750791028	ACEITE OLIVA SABORIZADO DOÑA JUANA 250 ML	$6,000.00	$8,500.00
7909189198375	ACEITE PARA CABELLOS BIFASICO	$22,000.00	$22,000.00
7908371607299	ACEITE TRI	$17,000.00	$17,000.00
7909883023263	ACEITE TRIFASICO MARACUYA 100 ML	$5,000.00	$5,000.00
7908371624111	ACEITE TRIFASICO PITANGA PRETA 100 ML	$5,000.00	$5,000.00
7791675902616	ACEITUNA CASTELLS DESCAROZADA 180 G	$1,250.00	$1,800.00
7791675303000	ACEITUNA CASTELLS DESCAROZADA 300 G	$2,390.00	$3,400.00
7791675908847	ACEITUNA DON NICANOR 170 G	$1,190.00	$1,700.00
7791675908854	ACEITUNA DON NICANOR 90 G	$690.00	$1,000.00
656750791158	ACEITUNA DOÑA JUANA RELLENAS NUEZ O QUESO 450 G	$2,220.00	$3,480.00
7798138553866	ACEITUNA MOLTO NEGRA 200 G	$228.56	$3,500.00
7790127000030	ACEITUNA SIERRITA 170 G	$820.00	$1,200.00
7790127000047	ACEITUNA SIERRITA 340 G	$1,341.61	$1,900.00
7798359840035	ACEITUNA TINEO VERDES 200 G	$682.50	$1,000.00
7790127000665	ACEITUNA VANOLI 150 G	$850.00	$1,200.00
7790127000337	ACEITUNA VANOLI RELLENA MORRON 300 G DP	$2,350.00	$3,300.00
7790127000269	ACEITUNA VANOLI VERDE 300 G DP	$1,690.00	$2,400.00
7790127000320	ACEITUNA VANOLI VERDE DESAROZADA 300 G DP	$2,050.00	$2,900.00
7791675000503	ACEITUNAS CASTELL 300 G	$1,691.45	$2,400.00
7791675000978	ACEITUNAS CASTELL 300 G	$2,200.00	$2,900.00
7793551001888	ACEITUNAS MARVAVIC C MORRON DP 300 G	$1,839.33	$2,600.00
7791675901473	ACEITUNAS RELLENAS CASTELL 200 G	$1,189.75	$1,700.00
7790127710175	ACEITUNAS VANOLI 150 G NEGRA	$1,007.48	$1,500.00
7790127733174	ACEITUNAS VANOLI 150 G RELLENA MORRON	$1,190.00	$1,700.00
7790127732672	ACEITUNAS VANOLI 150 G VERDE DESCAROZADA	$807.50	$1,200.00
7790670052593	ACELGA GREEN LIFE 550 G	$2,841.58	$4,000.00
7798059384044	ACERITO DEA	$312.00	$500.00
7798012211301	ACERITO XPER 30 G	$472.50	$1,000.00
7790070228031	ACETO COC MODENA 250 CC	$1,832.05	$2,600.00
656750791011	ACITE OLIVA DOÑA JUANA 500 CC	$9,500.00	$13,500.00
7500435230070	ACOMD PANTENE 200 ML HIDRATA	$2,422.67	$3,400.00
7791293046945	ACON DOVE 180 ML RITUAL DE REPARACIÓN	$1,963.80	$2,800.00
7791293046938	ACON DOVE 180 RECON COMPL	$2,633.35	$3,700.00
7791293047065	ACON DOVE 200 CC OLEO NUTRICION	$3,164.13	$4,500.00
7791293047058	ACON DOVE 200 CC RECONSTRUCCIÓN	$3,164.13	$4,500.00
7791293047041	ACON DOVE 200 CC RITUAL REPARAC COCO	$3,164.14	$4,500.00
7791293047072	ACON DOVE 200 ML REG EXTREMA	$3,169.56	$4,500.00
7500435147583	ACON HEAD & SHOULDERS 300 ML HIDRATACION	$6,351.94	$8,900.00
7500435147521	ACON HEAD & SHOULDERS LIMP RENOVA 300 ML	$5,411.00	$7,000.00
7500435212601	ACON PANTENE 200 CC BAMBU	$2,530.63	$3,600.00
7500435211840	ACON PANTENE 200 CC RESTAURACION PROV	$2,530.63	$3,600.00
7500435230001	ACON PANTENE MIRACLES 200 ML EQUILIBRIO	$3,801.23	$5,400.00
7500435235433	ACON PANTENE MIRACLES 200 ML REVITALIZACION	$3,024.52	$4,300.00
7790740000332	ACON PLUSBELLE 1 L SUAVIDAD	$1,565.08	$2,200.00
7791293050454	ACON SUAVE 930 CC BOMBA DELICIOSA	$1,979.17	$2,800.00
7791293050447	ACON SUAVE 930 CC BOMBA FRUTAL	$1,979.17	$2,800.00
7791293044644	ACON SUAVE 930 CC COCO	$1,690.28	$2,400.00
7791293045030	ACON TRESEME ACON 200 CC ONDAS BOHO	$1,500.00	$1,950.00
7791293045023	ACON TRESEMME 250 MLBOTOX	$1,500.00	$1,950.00
7791293049830	ACON TRESEMME BRILLO LAMELAR  250 CC	$2,544.94	$3,600.00
7791293046853	ACOND DOVE 170 OLEO NUTRI	$2,600.00	$3,400.00
7791293046846	ACOND DOVE 170 REGEN EXTREM	$2,600.00	$3,400.00
7891150036390	ACOND DOVE BABY 200 CC ENRIQ	$3,521.29	$5,000.00
7500435138222	ACOND PANTENE 200 CC MIRACLES COLAGENO	$3,050.17	$4,300.00
7500435229852	ACOND PANTENE 200 CC MIRACLES DETOX	$3,680.25	$5,000.00
7500435241090	ACOND PANTENE 200 ML KERATINA	$2,537.42	$3,600.00
7500435235341	ACOND PANTENE 200 ML VOLUMEN SUAVE	$2,537.42	$3,600.00
7790740000356	ACOND PLUSBELLE BALANCE BIO 1 L	$1,422.79	$2,000.00
7790740000318	ACOND PLUSBELLE BRILLO BIO 1 L	$2,558.91	$3,600.00
7790740000325	ACOND PLUSBELLE FRESCURA BIO 1 L	$1,690.28	$2,400.00
7790740001391	ACOND PLUSBELLE HIDRATACION BIO 1 L	$2,672.98	$3,800.00
7791293046426	ACOND SEDAL 190 CC HIALURONICO	$2,155.96	$3,100.00
7791293045863	ACOND SEDAL 190 ML	$2,284.14	$3,200.00
7791293045856	ACOND SEDAL 190 ML CERAMIDAS	$2,387.34	$3,400.00
7791293046457	ACOND SEDAL 190 ML COLAGENO	$2,016.11	$2,900.00
7791293045870	ACOND SEDAL 190 ML LISO PERFECTO	$2,016.11	$2,900.00
7791293051451	ACOND SEDAL 190 ML LUMINOUS UV	$1,906.42	$2,700.00
7791293049755	ACOND SEDAL 190 ML PREBIOT	$1,906.69	$2,900.00
7791293051468	ACOND SEDAL 340 CC LUMINOUS UV	$3,160.33	$4,500.00
7791293045900	ACOND SEDAL DP REP CERAMIDAS	$2,838.33	$4,000.00
7791293045924	ACOND SEDAL DP REP RESTAURACION IN	$2,838.33	$4,000.00
7791293050423	ACOND SUAVE 930 CC BOMBA CERAMIDAS	$2,388.46	$3,400.00
7506309803784	ACONDI PANTENE SACHET 10 ML RESTAURACION	$159.62	$300.00
7898506884087	ACONDICIONADOR CABELLOS LISOS	$4,930.00	$4,930.00
7908132266260	ACONDICIONADOR LUMINA	$9,290.00	$9,290.00
7909883015534	ACONDICIONADOR LUMINA	$9,290.00	$9,290.00
7909883219581	ACONDICIONADOR LUMINA 300 ML REPUESTO	$7,000.00	$7,000.00
7908240845326	ACONDICIONADOR OLEOSO	$10,400.00	$10,400.00
7791293045917	ACONDICIONADOR SEDAL CREMA BALANCE 300ML	$2,838.33	$4,000.00
7791293045894	ACONDICIONADOR SEDAL RIZOS DEFINIDOS 200 ML	$2,124.28	$3,000.00
7908016699108	ACQUA RENOVADOR CHRONOS	$30,000.00	$30,000.00
7791337007802	ACTIMEL FRUTILLA	$1,614.06	$2,300.00
7791337007819	ACTIMEL LIBRE DE SELLOS MULTI 100 G	$1,749.11	$2,500.00
7793008007012	ACTIVADOR ISSUE VOL 20	$1,925.20	$2,700.00
7793008007029	ACTIVADOR ISSUE VOL 30	$1,925.20	$2,700.00
AC400	ACTRON 400	$200.00	$300.00
AC600	ACTRON 600	$580.00	$900.00
7794000008915	ADERESO PICANTE HELLMANS 60 CC	$1,998.20	$2,800.00
7794000006560	ADEREZO AHUMADO HELLMANS 250 CC	$1,878.97	$2,900.00
7794000006553	ADEREZO AJO HELLMANS 250 G	$2,144.08	$3,000.00
7794000009417	ADEREZO BACON HELLMANS 250 G	$2,102.50	$3,000.00
7790895643866	ADES 1 L ANANA 8 UB	$2,217.05	$3,100.00
7790895643828	ADES 1 L DURAZNO 8 UB	$2,217.05	$3,100.00
7790895643835	ADES 1 L MANZANA 8 UB	$2,217.05	$3,100.00
7790895643842	ADES 1 L NARANJA 8 UB	$2,217.05	$3,100.00
7790895643743	ADES 200 ML	$665.94	$900.00
7790895643712	ADES 200 ML	$665.94	$900.00
7790895643729	ADES 200 ML DURAZNO	$665.94	$900.00
7790895643767	ADES 200 ML FRUTAS TROPICALES	$665.94	$900.00
7790520005939	ADHESIVO PATO PARA INODOROS CITRUS	$2,097.66	$3,000.00
70330727984	AFEITADORA BIC BLACK NIGHT VDE C 12 U	$866.86	$1,300.00
70330717534	AFEITADORA BIC COMFOR 3 AZUL C 12 U	$866.86	$1,300.00
70330717565	AFEITADORA BIC SENSITIVE VDE C 12 U	$866.86	$1,300.00
70330731769	AFEITADORA SOLEIL MUJER BLISTER X 2	$1,518.00	$2,200.00
7799155000180	AGUA 1.5 L VILLAVICENCIO	$1,502.92	$2,100.00
7790315000149	AGUA 1.65 L VILLA DEL SUR	$1,176.93	$1,700.00
7799155000197	AGUA 2 L VILLAVICENCIO	$1,595.40	$2,300.00
7798062547559	AGUA 2.25 L VILLA DEL SUR	$1,317.94	$1,900.00
7799155000173	AGUA 500 CC VILLAVICENCIO	$936.43	$1,500.00
7798062547801	AGUA 500 CC VILLAVICENCIO CON GAS 12 UB	$983.00	$1,400.00
7798062541397	AGUA 6.25 L VILLA DEL SUR X1	$2,488.98	$3,500.00
7798062540109	AGUA 600 ML VILLA DEL SUR	$867.07	$1,400.00
7799155000135	AGUA 6200 CC VILLA DEL SUR	$2,770.00	$3,800.00
7790895647741	AGUA BENEDICTINO 600cc	$887.55	$1,100.00
7790895647703	AGUA BENEDICTINO SIN GAS 2 L	$1,331.33	$1,800.00
7790895647789	AGUA BENEDICTINO SIN GAS 6.25  L	$2,840.22	$3,700.00
7798164280033	AGUA DE LAS MISIONES 1500 ML	$743.65	$1,000.00
7798164280019	AGUA DE LAS MISIONES 500ML	$600.00	$900.00
7798164280057	AGUA DE LAS MISIONES 6.5 LITROS	$2,198.83	$3,100.00
7908371690406	AGUA FRUTAS TROPICALES	$20,000.00	$20,000.00
7791375000469	AGUA GASIFICADA CABALGATA 1.5 L	$643.50	$1,000.00
7908240823836	AGUA JABUTICABA	$20,000.00	$20,000.00
7798178040012	AGUA MINERAL 6 L VITALISIMA	$250.00	$396.00
7908016621178	AGUA MISELAR CHRONOS	$19,000.00	$19,000.00
7792799000905	AGUA NESTLE PUREZA VITAL 1500 ML	$733.19	$1,100.00
7795930000543	AGUA NESTLE PUREZA VITAL 2250 ML	$825.67	$1,300.00
7798113301208	AGUA SIN GAS CORAZON DE MANAOS 1.5 L	$226.20	$300.00
7798113302502	AGUA TONICA MANAOS	$794.50	$1,100.00
7798113300058	AGUA TONICA MANAOS 2.25 L	$1,571.02	$2,200.00
7798113302441	AGUA TONICA MANAOS 2.5 L	$1,562.31	$2,200.00
737186377120	AGUA TONICA SANTA QUINA 1 L	$1,831.38	$2,600.00
737186377137	AGUA TONICA SANTA QUINA 1 L	$1,723.00	$2,400.00
737186377144	AGUA TONICA SANTA QUINA 1 L POMELO R	$2,034.83	$2,900.00
7792758322291	AGUA TONICA SECCO 2.25 L	$150.00	$240.00
7798062547887	AGUA VILLA DE SUR 2.25 L	$664.00	$900.00
7798113301611	AGUA VILLAMANAOS 2 L	$758.70	$1,200.00
7798113301505	AGUA VILLAMANAOS 6 L	$1,908.00	$2,800.00
7798113300270	AGUA VILLAMANAOS SIN GAS 600 CC	$95.20	$200.00
7799155000203	AGUA VILLAVICENCIO 500 CON GAS	$795.57	$1,400.00
7799155000210	AGUA VILLAVICENCIO GASIFICADA 1.5 L	$1,579.99	$2,200.00
7790315058201	AGUA VILLAVICENCIO SPORT 750 ML	$1,348.77	$1,900.00
7908240823805	AGUAS CITRICOS	$23,000.00	$23,000.00
7908371621707	AGUAS LARANJEIRA	$23,420.00	$23,420.00
7908240823775	AGUAS LIRIO	$23,000.00	$23,000.00
7908240823782	AGUAS VIOLETA	$23,420.00	$23,420.00
7796373002927	AJI SUAVE LA PARMESANA 300G.	$2,290.00	$3,200.00
7790150406915	AJI TRITURADO 25 G	$660.61	$1,000.00
AJO	AJO	$800.00	$1,200.00
7790150411391	AJO TRITURADO 50 G	$991.75	$1,500.00
7791290793200	ALA 150 ML LIQ DP P/DILUIR	$2,216.52	$3,100.00
7791290792166	ALA 400 G LAV MANO SOL	$1,033.27	$1,500.00
7791290791732	ALA 400 G REGULAR C BICARBONATO	$974.44	$1,400.00
7791290792067	ALA 400 G REGULAR ECOLAVADO	$1,222.76	$1,800.00
7791290791008	ALA 500 CC BOT LIQ COMB MAL OLOR	$764.99	$1,070.99
7791290796294	ALA 800 CC DP ECO MATIC	$1,919.41	$2,700.00
7791290792050	ALA 800 G LAV MANO SOL	$2,026.01	$2,900.00
7791290791770	ALA 800 G MATIC C BICARBONATO	$2,289.14	$3,200.00
7791290791749	ALA 800 G REGULAR C BICARBONATO	$1,874.03	$2,700.00
7791290796300	ALA 900 G MATIC CORE E MAX	$1,919.41	$2,700.00
7791290793248	ALA BOT KIT DILUIR	$1,700.06	$2,400.00
7791290793927	ALA CREMOSO LAVAVAJILLAS 750ML	$2,105.86	$3,000.00
7791290794900	ALA LAVA VAJILLA 750 CC FLORES BLANCAS	$1,349.05	$3,000.00
7791290793903	ALA LAVA VAJILLA 750 CC GLICERINA	$1,485.66	$3,000.00
7791290794276	ALA LAVA VAJILLA ULTRA 300 CC LIMON	$1,455.53	$2,000.00
7791290794290	ALA LAVA VAJILLA ULTRA 300 CC POMELO	$1,455.53	$2,000.00
7791290794313	ALA LAVA VAJILLA ULTRA 300 CC ULTRA OCEANO	$1,455.53	$2,000.00
7791290792012	ALA LIQ DP 800 CC CONB MAL OLOR	$2,436.06	$3,400.00
7791290794634	ALA LIQ DP 800 CC MANO EXTRA BLANCO	$2,295.10	$3,300.00
7791290792043	ALA LIQUIDO BOT 500 CC DILUIR ECO LAV	$5,522.04	$7,800.00
7791290795495	ALA LIQUIDO BOT 500 CC DILUIR ECO LAV BICARB	$5,324.42	$7,500.00
7791290796485	ALA LIQUIDO BOT 500 CC DILUIR ECO LAV R BLANCA	$5,839.88	$8,200.00
7791290792036	ALA LIQUIDO MATI X 3L	$4,985.90	$7,000.00
7791290792098	ALA MATIC 400 G ECO LAVADO	$1,033.25	$1,500.00
7791290792081	ALA MATIC 800 G ECO LAVADO CORE	$1,900.31	$2,700.00
7791290792142	ALA MATIC 800 G ECO SOL	$2,492.51	$3,500.00
7791290794269	ALA ULTRA LIMON DP 450	$1,171.42	$1,700.00
7794450000781	ALAMOS MALBEC 750ML	$4,529.00	$6,400.00
ALAPIZZA	ALAPIZZA	$2,650.00	$3,800.00
7790150413005	ALBAHACA ALICANTE 20 GR.	$639.46	$900.00
8051708011265	ALBUM COPA AMERICA	$3,292.00	$4,900.00
736684223700	ALCAHUETE MALBEC 750 ML	$2,397.22	$3,500.00
7790139003616	ALCOCHOL PORTA 250 CC	$1,150.82	$1,600.00
7790139003630	ALCOCHOL PORTA 500 CC	$1,719.24	$2,500.00
7795422000099	ALCOHOL ETILICO 500 CC	$1,156.20	$1,900.00
7795422000082	ALCOHOL FRAU 250 CC	$884.40	$1,300.00
7797470127216	ALCOHOL PATRICIA ALLEN	$875.00	$1,300.00
7798184411301	ALCOHOL RED CROSS  ML	$890.00	$1,300.00
7796551000059	ALCOHOL SAN IGNIO 250 CC	$936.36	$1,300.00
7796551000042	ALCOHOL SAN IGNIO 500 CC	$1,566.30	$2,200.00
7790040141209	ALFAJOR AGUILA DORADO 50 G	$497.12	$700.00
7790040133600	ALFAJOR AGUILA MINITORTA COCO	$1,070.70	$1,500.00
7790040991910	ALFAJOR BAGLEY BYN BLANCO 21 UB	$952.51	$1,400.00
7790040141186	ALFAJOR BAGLEY BYN SIMPLE BLANCO	$428.18	$700.00
7790040141179	ALFAJOR BAGLEY BYN SIMPLE NEGRO	$428.18	$700.00
7790040375000	ALFAJOR BAGLEY BYN TRIPLE NEGRO	$1,044.96	$1,500.00
7798043064952	ALFAJOR BLACK GRANIZADO 8 X 80 G	$10,934.02	$16,400.00
7798043064969	ALFAJOR BLACK HELADO GRANIZADO 80 G	$1,500.00	$2,100.00
7790040613607	ALFAJOR BON O BON BLANCO	$671.67	$1,000.00
7790040613706	ALFAJOR BON O BON LECHE	$654.31	$1,000.00
7790040614000	ALFAJOR BON O BON TRIPLE	$871.28	$1,300.00
7790040148840	ALFAJOR BON O BON TRIPLE 60 G 21 UB	$1,070.70	$1,500.00
7790040152748	ALFAJOR BON O BON TRIPLE BLANCO 60 G 21 UB	$1,070.70	$1,500.00
7790040150010	ALFAJOR CHOCO CREAMY COFLER TRIPLE 60 G	$871.49	$1,300.00
7790040150072	ALFAJOR CHOCOTORTA 71.5 G 21 UB	$1,070.70	$1,500.00
7790040143654	ALFAJOR COFLER BLOCK 40 G	$480.98	$700.00
7790040659605	ALFAJOR COFLER BLOCK 60 G	$856.56	$1,500.00
7790040143647	ALFAJOR COFLER MOUSS 40 G	$480.98	$700.00
7798043065034	ALFAJOR DDL BLACK 8	$818.75	$1,200.00
77991584	ALFAJOR FANTOCHE TRIPLE BLANCO 12 UB	$812.50	$1,200.00
77991577	ALFAJOR FANTOCHE TRIPLE NEGRO 12 UB	$812.50	$1,200.00
7798094220963	ALFAJOR GENIO BLANCO 60 G	$204.00	$300.00
77980281	ALFAJOR GUAYMALLEN 70 G MEMBRILLO TRIPLE VERD	$396.36	$600.00
77980274	ALFAJOR GUAYMALLEN TRIPLE LECHE 70 G	$377.76	$600.00
77980267	ALFAJOR GUAYMALLEN-TRIPLE LECHE	$377.76	$600.00
ALFA	ALFAJOR MAIZENA	$2,200.00	$3,100.00
ALFAB	ALFAJOR MAIZENA BANDEJITA	$2,600.00	$3,400.00
7622202253256	ALFAJOR MANON 38 G	$409.18	$600.00
77903778	ALFAJOR MILKA DULCE DE LECHE	$1,268.12	$1,800.00
7622300457303	ALFAJOR MILKA M BLANCO TRIPLE	$1,268.11	$1,800.00
77903785	ALFAJOR MILKA MOUSSE	$1,268.12	$1,800.00
7622300835620	ALFAJOR MILKA TORTA OREO	$1,268.12	$1,800.00
7790040133594	ALFAJOR MINI BRAWNIE CLASICO 69 G	$1,044.96	$1,500.00
7790040133570	ALFAJOR MINITORTA BLANCO 60 G 21 UB	$1,070.70	$1,500.00
7493040133594	ALFAJOR MINITORTA BROWNI 69 G	$798.57	$1,200.00
7790040133587	ALFAJOR MINITORTA CLASICO 69 G 21 UB	$1,070.70	$1,500.00
7622202304705	ALFAJOR SHOT RELLENO MANI	$801.15	$1,200.00
77908308	ALFAJOR SIMPLE TITA 36 G	$574.48	$800.00
7798090071675	ALFAJOR SIN CULPA BLANCO 60 G 8 UB	$848.75	$1,200.00
7798090070869	ALFAJOR SIN CULPA MOUSE CHOCOLATE 45 G	$698.75	$1,000.00
7798090071668	ALFAJOR SIN CULPA NEGRO 60 G 8 UB	$848.75	$1,200.00
7790040331303	ALFAJOR TATIN 33 G SIMPLE BLANCO C 56 U	$327.16	$500.00
7790040331204	ALFAJOR TATIN 33 G SIMPLE NEGRO C 56 U	$327.16	$500.00
7790040405301	ALFAJOR TATIN TRIPLE BLANCO 60 G C 21 U	$654.31	$1,000.00
7790040405608	ALFAJOR TATIN TRIPLE NEGRO 60 G C 21 U	$654.31	$1,000.00
77903860	ALFAJOR TERRABUSI TORTA 70 G	$1,220.40	$1,700.00
77903792	ALFAJOR TERRABUSI TRIPLE 70 G	$681.78	$1,200.00
7790040116634	ALFAJOR TOFI GLASEADO SIMPLE BLANCO	$281.64	$400.00
7790040953703	ALFAJOR TOFI TRIPLE BLANCO 73 G	$864.01	$1,300.00
7790040484801	ALFAJOR TOFI TRIPLE NEGRO 73 G 20 UB	$952.79	$1,400.00
77956699	ALFAJOR TRIP SHOT 60 G	$1,246.80	$1,800.00
77976307	ALFAJOR TRIPLE OREO 56 G	$1,268.13	$1,800.00
77915481	ALFAJOR TRIPLE PEPITOS	$1,220.40	$1,700.00
7790040143968	ALFAJOR TUBBY	$289.29	$400.00
7798397440013	ALFAJORES RASTA	$900.00	$1,400.00
7798397444202	ALFAJORES RASTA	$883.33	$1,300.00
77980212	ALFAJOT GUAYMALLEN SIMPLE	$176.41	$300.00
7791274003202	ALGABO DEO CALZADO SPRAY 153 ML	$2,340.99	$3,300.00
7791274000546	ALGABO DEO PIES SPRAY 153 ML	$2,170.76	$3,300.00
7791274200038	ALGABO FEET TALCO 100 G ULTRA ANTIBACTERIAL	$1,204.06	$1,700.00
7791274009532	ALGABO FEET TALCO 200 G	$1,532.11	$2,200.00
7791274196461	ALGABO TALCO 200 G BOLSA FLORAL	$1,270.74	$1,800.00
7791274188350	ALGABO TALCO 250 G FLORAL	$1,649.25	$2,300.00
7791274188367	ALGABO TALCO 250 G VIOLETS	$1,658.28	$2,400.00
7791274000621	ALGABO TELAS GAT 450 CC PRIMAVERA	$3,095.00	$4,300.00
7791274000645	ALGABO TELAS GAT 450 CC SUAVE	$3,095.00	$4,300.00
7791274197710	ALGABO TOALLITA DESMAQUILLANTE 25 U	$640.76	$1,200.00
7790940000026	ALGODON DONCELLA 140 G	$1,491.57	$2,100.00
7790940003034	ALGODON DONCELLA 70 G	$726.43	$1,100.00
7790150532423	ALICANTE MIX FINAS HIERBAS 20G	$885.73	$1,300.00
ALI	ALIKAL	$650.00	$1,000.00
7891515586720	ALITAS  DE POLLO SADIA GOLDEN 300 G	$5,602.85	$7,900.00
7798151953209	ALMENDRA CON CHOCOLATE KING 90 G 15 UB	$665.00	$1,080.00
7798043065287	ALMENDRADO 8 X 85 G	$908.05	$2,386.80
7790580141721	ALMENDRAS CON CHOCOLATE COFLER 30 G	$3,066.86	$4,300.00
7798267770004	ALMIDON FECHULA DE MANDIOCA FEMAG 1 K	$1,207.30	$1,700.00
7798043060640	ALOHA PALITO BOMBON 60 CC 27 UB	$919.49	$1,400.00
FREEZER	ALQIILER FREEZER	$0.00	$15,000.00
CHANCHA	ALQUILER CHANCHA	$0.00	$5,000.00
7500435229579	ALWAYS EXTRA DOBLE PROT SECA 8 U	$1,843.23	$2,600.00
7500435229555	ALWAYS EXTRA PROT SUAVE 8 U	$2,010.07	$2,800.00
7500435178907	ALWAYS MAXIMA PROTECCION NOCTURNA 8 TOALLAS	$819.59	$1,800.00
7500435178921	ALWAYS PROTECCION DUAL SECA 8 U	$1,502.60	$2,100.00
7500435178884	ALWAYS TRIPLE PROT NOCHE 16 U	$1,086.57	$2,250.00
7500435229548	ALWAYS XTRA DOBLE PROTEC SUAVE 8	$1,792.85	$2,500.00
7500435229500	ALWAYS XTRA NOCHES TRANQUILAS SECA  8 U	$2,658.36	$3,700.00
7790950001969	AMARGO OBRERO 950 ML	$1,953.07	$2,800.00
6001495062508	AMARULA	$23,000.00	$29,500.00
7790260006029	AMERICAN CLUB PIÑA COLADA 750 ML	$3,677.60	$5,100.00
AMOXI	AMOXICILINA	$137.50	$300.00
7908132266291	AMPOLLAS CABELLO SECO	$13,100.00	$13,100.00
7793147572853	AMSTEL 710 CC	$1,470.00	$1,900.00
7993147570853	AMSTEL LAGER 710 CC	$1,470.00	$1,900.00
ANANA	ANANA	$1,350.00	$2,280.00
ANANFIZZ	ANANA FIZZ LA VICTORIA X CAJA X6	$11,567.72	$15,000.00
7790119009942	ANANA FIZZ REAL 750 ML	$2,353.57	$4,000.00
ANANAREAL	ANANA FIZZ REAL XCAJA X6	$16,565.65	$22,500.00
7792798002757	ANDES ORIGEN	$3,298.65	$4,600.00
7909189332359	ANEW PIEL RENOVADORA	$21,000.00	$21,000.00
7794450088963	ANGELICA ZAPATA CABERNERT FRANC	$10,500.00	$14,700.00
7795815050151	ANILINA AZUL BRILLANTE	$1,778.81	$2,500.00
7795815050137	ANILINA AZUL CIELO	$1,778.81	$2,500.00
7795815005045	ANILINA BEIGE	$1,066.00	$1,400.00
7795815050014	ANILINA COLIBRI AMARILLO CANARIO	$1,778.81	$2,500.00
7795815050168	ANILINA COLIBRI AZ ELECTRICO	$1,778.81	$2,500.00
7795815050175	ANILINA COLIBRI AZUL MARINO	$1,778.81	$2,500.00
7795815050311	ANILINA COLIBRI BORDEAUX	$1,778.81	$2,500.00
7795815050120	ANILINA COLIBRI CELESTE	$1,778.81	$2,500.00
7795815050243	ANILINA COLIBRI GRANATE	$1,778.81	$2,500.00
7795815050090	ANILINA COLIBRI GRIS PERLA	$1,778.81	$2,500.00
7795815050304	ANILINA COLIBRI LILA	$1,778.81	$2,500.00
